,sha,message,issues,files
330,18d44051cd7d0b15097c6c9afd9af16add88f56c,Fix #151981. Avoid re-focus output when output already has focus. (#154991),,['src/vs/workbench/contrib/notebook/browser/view/renderers/webviewPreloads.ts']
331,66d8947f84b6dba315d577983ea1968c70718c74,Fix #154963 (#154975),,"['src/vs/workbench/contrib/welcomeGettingStarted/browser/gettingStarted.ts', 'src/vs/workbench/contrib/welcomeGettingStarted/browser/media/gettingStarted.css']"
332,077c168e1298c7ff8d9fb5fa0b2cc5340e6833b5,Fix #151921 (#154936),,['src/vs/workbench/contrib/extensions/browser/extensionsActions.ts']
333,112b2d050c8398e74360fcb2219af76ad51e8aa5,Fix menu shortcuts not working after a webview is shown (#154648),,['src/vs/workbench/contrib/webview/electron-sandbox/webviewElement.ts']
334,c6d40837c0620066bfce980c94e14e1176a04a24,Fix incorrect common.version (#154825),#20220711.73 failed,['src/vs/platform/telemetry/common/1dsAppender.ts']
335,e02c71e3c60f552278e4f0a56ff20aeb131a96a0,Fix range of reference links (#154819),#20220711.62 failed,"['extensions/markdown-language-features/src/languageFeatures/documentLinks.ts', 'extensions/markdown-language-features/src/test/documentLinkProvider.test.ts']"
336,402d94a0bebc8ddba6b66a87607e54b6ca000ecc,Commit Action Button - Fix separator when button is disabled (#154781),,"['src/vs/base/browser/ui/button/button.css', 'src/vs/base/browser/ui/button/button.ts']"
337,e69176aafd282090e18f558c2b2ac9b3d5b606f5,Fix #154180 (#154713),,['src/vs/workbench/contrib/userDataProfile/browser/userDataProfile.ts']
338,068fd7ffbccc99b26bfb051605251a55d19347cf,Problems view table - Fix code column rendering issue (#154518),,"['src/vs/workbench/contrib/markers/browser/markersTable.ts', 'src/vs/workbench/contrib/markers/browser/media/markers.css']"
339,f2a475346fb5883309aa7dd9a108c14e63011730,Fix compilation error (#154699),,['extensions/markdown-language-features/extension.webpack.config.js']
340,2b3912fa299f8c0e1e5beccb1de5e99f28118c92,Fix markdown extension path (#154656),#20220710.3 failed,"['extensions/markdown-language-features/package.json', 'extensions/markdown-language-features/src/extension.ts']"
341,4f991f848706ea963ccbd79887a92b4cd7dd1991,Fix `View: Toggle Editor Group Sizes` (#154467),,"['src/vs/base/browser/ui/grid/grid.ts', 'src/vs/base/browser/ui/grid/gridview.ts', 'src/vs/base/browser/ui/splitview/splitview.ts', 'src/vs/workbench/browser/parts/editor/editor.ts', 'src/vs/workbench/browser/parts/editor/editorActions.ts', 'src/vs/workbench/browser/parts/editor/editorGroupView.ts', 'src/vs/workbench/browser/parts/editor/editorPart.ts', 'src/vs/workbench/services/editor/common/editorGroupsService.ts', 'src/vs/workbench/services/editor/test/browser/editorService.test.ts', 'src/vs/workbench/test/browser/workbenchTestServices.ts']"
342,bc0bdc5d0969030f114d5931b18e134059da00c1,"""Fix hover underline issue on """"Modified in"""" label (#154386)""",,"['src/vs/workbench/contrib/preferences/browser/media/settingsEditor2.css', 'src/vs/workbench/contrib/preferences/browser/settingsEditorSettingIndicators.ts']"
343,d5379b5e34e4bb0f5ddb33688da91f787ebc159f,Fix more settings description setting links (#154383),,"['src/vs/editor/common/config/editorOptions.ts', 'src/vs/workbench/browser/workbench.contribution.ts', 'src/vs/workbench/contrib/files/browser/files.contribution.ts', 'src/vs/workbench/contrib/notebook/browser/notebook.contribution.ts', 'src/vs/workbench/contrib/remote/common/remote.contribution.ts', 'src/vs/workbench/contrib/search/browser/search.contribution.ts']"
344,1cc52ae41064ad363a214e7e0c67921b64e9c8df,Fix broken Not Synced indicator (#154381),,['src/vs/workbench/contrib/preferences/browser/settingsEditorSettingIndicators.ts']
345,1b8ac1d09d6eea72e9305ba977d6449106251349,Fix 2 clicks to show collapsed comments (#154365),,"['src/vs/workbench/contrib/comments/browser/commentsEditorContribution.ts', 'src/vs/workbench/contrib/comments/browser/commentsView.ts']"
346,c7e5301345e3d976f95f231a821e9e67555829cc,fix #151986. Fix interactive window navigation. (#154200),,"['src/vs/workbench/contrib/interactive/browser/interactive.contribution.ts', 'src/vs/workbench/contrib/interactive/browser/interactiveEditor.ts']"
347,a08b7bb4d7f0427d515963d71beb50fc493cc0da,Fix test error not showing when expanded (#153994),,['src/vs/workbench/contrib/testing/browser/explorerProjections/nodeHelper.ts']
348,f6271dd82e61d17320edd3df0991c4584aa1e49f,Fix angle bracket path completions for link defs (#154182),,"['extensions/markdown-language-features/src/languageFeatures/pathCompletions.ts', 'extensions/markdown-language-features/src/test/pathCompletion.test.ts']"
349,a365f655a84e10f1377151bc2ea230e5d1037cc7,Fix #151370 (#154144),,['src/vs/platform/extensionManagement/common/extensionsScannerService.ts']
350,ce7ced73adcd0ca8bdc2b957c56423e5a13666c0,Fix #153663 (#154104),,['src/vs/workbench/contrib/extensions/browser/extensionsActions.ts']
351,3fc0a6b2d1f9e1eb9a94e1820c667d67cda11c3e,SCM - Fix commit action button dropdown title (#154088),,['src/vs/base/browser/ui/button/button.ts']
352,32e10d588247a94af33afe5ef91f5e0e27a91c05,SCM - Fix inconsistent outline for the commit action button (#154091),#20220704.45 failed,['src/vs/base/browser/ui/button/button.css']
353,6e3e8aa68822662dd5de879e060016e5aeaf978f,Fix #153730 (#154093),#20220704.43 failed,['src/vs/platform/files/browser/indexedDBFileSystemProvider.ts']
354,2fcd34a41b11b49f0d0f778752a117de292e25e0,Fixes #148568 (#154008),,['extensions/git/src/git.ts']
355,3ab72751707134b7a6ec523d6183629f6cfa52ad,SCM - Fix issue with commit dropdown button (#154034),,['src/vs/workbench/contrib/scm/browser/scmViewPane.ts']
356,cec6f8de885caa6e7756c8afc0d5d20df14f844d,Fix background markdown rendering issues (#153871),,['src/vs/workbench/contrib/notebook/browser/notebookEditorWidget.ts']
357,671bd087d0bc89d92661d53bd5de50d8c6ed4edc,SCM - Fix issue with focusing the action button (#153825),#20220630.29 failed,['src/vs/workbench/contrib/scm/browser/scmViewPane.ts']
358,018d2e361e883f3423fc693e67a760c95a9cfa52,Fix #152086 (#153822),,['src/vs/workbench/contrib/extensions/browser/extensionsViews.ts']
359,36351641a2051c81cc0134744e2983c111c27367,Fix #153171 (#153820),#20220630.19 failed,"['src/vs/workbench/services/extensionManagement/browser/extensionEnablementService.ts', 'src/vs/workbench/services/extensionManagement/test/browser/extensionEnablementService.test.ts']"
360,f1abeeab7e51df997bbb0f1ff900321ad2f21ac0,Fix #153526 (#153766),,"['src/vs/workbench/contrib/sessionSync/browser/sessionSync.contribution.ts', 'src/vs/workbench/services/sessionSync/browser/sessionSyncWorkbenchService.ts']"
361,39a346c92b988b27aafc9fb243935db5b23b2517,Fix notebook cell editor navigate context keys to not override suggest widget (#153736),,['src/vs/workbench/contrib/notebook/browser/contrib/navigation/arrow.ts']
362,0d3e7e6d9ab9f57cbcba503129aa18ac890a4dad,Fix #153533 (#153717),,"['src/vs/workbench/services/extensionManagement/common/profileAwareExtensionManagementService.ts', 'src/vs/workbench/services/extensionManagement/electron-sandbox/extensionManagementServerService.ts', 'src/vs/workbench/services/userDataProfile/browser/userDataProfileManagement.ts', 'src/vs/workbench/services/userDataProfile/common/userDataProfileService.ts']"
363,ab301f9226f51d48af8e3527c48d9df240da6e83,Always hide notification center when toggling do not disturb mode (Fix #153557) (#153726),,['src/vs/workbench/browser/parts/notifications/notificationsCenter.ts']
364,8a540edffd5e7401973fe9d790cae9eafc5bfdc2,Show `bell-slash-dot` icon when do not disturb is enabled (Fix #153483) (#153729),,"['src/vs/base/browser/ui/codicons/codicon/codicon.ttf', 'src/vs/base/common/codicons.ts', 'src/vs/workbench/browser/parts/notifications/notificationsStatus.ts']"
365,50e1886048d041a5281ee1affd04f1131f4a776b,Fix slow integration test (#153735),,['extensions/vscode-api-tests/src/singlefolder-tests/interactiveWindow.test.ts']
366,0213a6d51a1228c6c4e3be1162090b46b76120bd,Fix #153655 (#153703),,['src/vs/platform/storage/common/storage.ts']
367,9fb10318e7cf0c55c8c9436f1d75fae16f591f82,Fix #153650 (#153700),,['src/vs/workbench/services/keybinding/browser/keybindingService.ts']
368,4a7f37ff1dbff098e6f6d0c6e3c690d98f55c861,Fix #153530 (#153674),,['src/vs/workbench/contrib/extensions/browser/extensionsWorkbenchService.ts']
369,6670977b727d79d4dc5ac4757a23ace3707c3dca,Fix #153434 (#153656),,['src/vs/workbench/contrib/userDataProfile/common/userDataProfileActions.ts']
370,1ef276014c93a2499be089a4e3b9c3ca71ff6cd5,Fixes #153465: Turn off `UtilityProcess` for stable (#153594),,['src/vs/workbench/contrib/extensions/browser/extensions.contribution.ts']
371,b247d94c3c2595a0cbd155e89630148b35e48e02,Fix #150170 (#153348),,['src/vs/base/browser/ui/menu/menubar.css']
372,ba343473bc775fa3df69e69272368095876b6951,Fix #152997 (#153325),,"['src/vs/workbench/contrib/extensions/browser/extensionsViewlet.ts', 'src/vs/workbench/contrib/extensions/browser/extensionsViews.ts']"
373,0c2c74c60a4a05236d2c5d51c566171b11f63ca0,Fix #153122 (#153287),,"['src/vs/workbench/services/extensionManagement/browser/extensionEnablementService.ts', 'src/vs/workbench/services/extensionManagement/test/browser/extensionEnablementService.test.ts']"
374,d1b4630a508ffd3bd6aab7a077dbfd0fdbadb1ba,Fix Markdown tests on windows (#153212),,"['extensions/markdown-language-features/src/languageFeatures/pathCompletions.ts', 'extensions/markdown-language-features/src/test/inMemoryWorkspace.ts']"
375,9b7696cc9ca78cb0093a3d985e1e4d5303ca32e6,Fix notebook links to other docs in edited markdown cells (#153052),,"['extensions/markdown-language-features/src/languageFeatures/documentLinks.ts', 'extensions/markdown-language-features/src/tableOfContents.ts', 'extensions/markdown-language-features/src/util/schemes.ts']"
376,3268d1d47d1ae902bc1ec45bd2153fdacab66ff6,Fix hover highlight range flickering (#151235) (#153038),#20220623.125 failed,['src/vs/editor/contrib/hover/browser/contentHover.ts']
377,26edd1f92e6604095a582635702ee08073cb05b0,Fix #152598 (#153025),,"['src/vs/workbench/contrib/welcomeGettingStarted/browser/gettingStarted.contribution.ts', 'src/vs/workbench/contrib/welcomeGettingStarted/browser/gettingStarted.ts']"
378,30970aed7de4aa85b113f574599e5adcb54d62d7,"""Fix warning for missing property """"scope"""" (#152977)""",,['src/vs/workbench/services/themes/common/colorThemeSchema.ts']
379,5f0a3888b413c5ace4008960e633699d1b31aac1,Fix command encoding. Fixes #151364 (#152896),,['extensions/notebook-renderers/src/textHelper.ts']
380,ab18a31ee83a9e33986feff05b8fc615ce70329c,Fix excludeGitIgnore (#152900),,['src/vs/workbench/contrib/files/browser/views/explorerViewer.ts']
381,df0fc08407ea519101f14c046f0d6c9fe7945096,Git - Fix configuration service warnings (#152867),,['extensions/git/package.json']
382,d6e60d30518743f5f338f4b01223bfd147d84fa4,Fix paste actions breaking paste on new line (#152809),,['src/vs/editor/contrib/copyPaste/browser/copyPasteController.ts']
383,389aa8a9353bf98d0e5b3b08f0d8ebeceaf87bf1,Fix MdDocumentInfoCache computing values twice (#152799),,"['extensions/markdown-language-features/src/test/documentInfoCache.test.ts', 'extensions/markdown-language-features/src/util/workspaceCache.ts']"
384,740b3f1e0367c916c6f26a1faee8e1b2f8fb13b5,Fix telemetry not sending (#152745),,"['src/vs/code/electron-browser/sharedProcess/sharedProcessMain.ts', 'src/vs/platform/telemetry/browser/1dsAppender.ts', 'src/vs/platform/telemetry/node/1dsAppender.ts']"
385,3bb4ee09d538452a772e5af1fcbe70d5a5163aee,Fix #152543 (#152651),,['src/vs/workbench/contrib/files/browser/views/explorerViewer.ts']
386,5dd9d5d49196285536422e18205fe5dea59833e1,Fix port argument (#152541) (#152617),,['test/automation/src/playwrightBrowser.ts']
387,5ffcfde11d8b1b57634627f5094907789db09776,Fix 1DS part A internal flag (#152515),,"['src/vs/platform/telemetry/browser/1dsAppender.ts', 'src/vs/platform/telemetry/node/1dsAppender.ts']"
388,0f05ed4758246bdf3efcdab610a3a87401f4a465,Fix `workbench.action.submitComment` (#152464),,"['src/vs/workbench/contrib/comments/browser/commentNode.ts', 'src/vs/workbench/contrib/comments/browser/commentThreadWidget.ts']"
389,1a2c2b2916da6110ca2da0aad604a477a8aa03e9,Use full titlebar height for menubar button hit area (Fix #150170) (#151250),,"['src/vs/base/browser/ui/menu/menubar.css', 'src/vs/workbench/browser/parts/titlebar/menubarControl.ts']"
390,0d160ac2376d4c3573ec9620614d625eeb7a5694,Fix bundling (#152389),,"['build/lib/bundle.js', 'build/lib/bundle.ts', 'build/lib/optimize.js', 'build/lib/optimize.ts']"
391,f4ca89503ef2bae923f8fbff6b43b402e8d11f43,Fix #151817 (#152356),,['src/vs/workbench/contrib/files/browser/views/explorerViewer.ts']
392,4fc5d76213092e8de7fc740de39657dad6ab906c,Fix ranges and validation setting for MD own path + header links (#152270),,"['extensions/markdown-language-features/src/languageFeatures/diagnostics.ts', 'extensions/markdown-language-features/src/test/diagnostic.test.ts']"
393,57037a722805136ca8b9f736d6a250d2433c43e5,Fix `<a>` without href stripping html (#152230),,"['src/vs/base/browser/markdownRenderer.ts', 'src/vs/base/test/browser/markdownRenderer.test.ts']"
394,9232ebbdcbdea55c27907373d94e3082091ac75f,Fix 1ds appender (#152198),#20220615.51 failed,['src/vs/platform/telemetry/node/1dsAppender.ts']
395,ef8f1ff4c4cfea74095e1779d283c670b5654e13,Fix json schema for notebook renderers (#152100),#20220614.87 failed,['src/vs/workbench/contrib/notebook/browser/extensionPoint.ts']
396,731de36736fda076505da6aa283b099f51e204cb,Fix #152070 (#152093),#20220614.80 failed,['src/vs/workbench/contrib/extensions/browser/media/extension.css']
397,9e2b6e082c36b1944670fe004c81b3f02d007e6b,Fix close button layout in exception widget (#152002),,['src/vs/workbench/contrib/debug/browser/media/exceptionWidget.css']
398,2a42323fb02a09fdce3b917e143b17eec020ef77,Fix Continue Edit Session authentication flow and add error handling (#151975),,"['src/vs/workbench/contrib/sessionSync/browser/sessionSync.contribution.ts', 'src/vs/workbench/services/sessionSync/browser/sessionSyncWorkbenchService.ts', 'src/vs/workbench/services/sessionSync/common/sessionSync.ts']"
399,8946d9ec2f36d5c87a12874fadefee91b60151ca,Fix Continue Edit Session experimental feature flag (#151799),,['src/vs/workbench/contrib/sessionSync/browser/sessionSync.contribution.ts']
400,8740995aea19e3ead6c255933c072aeec9ece6b4,Fix css logic for layout control (#151779),#20220610.104 failed,['src/vs/workbench/browser/parts/titlebar/media/titlebarpart.css']
401,44e805f17c77bf0c103b9060f04f686913542c1a,Fix #151177 (#151764),#20220610.90 failed,['src/vs/workbench/contrib/extensions/browser/extensionsWidgets.ts']
402,cc5ede279e911bac8266fe990f385dacc191914e,Fixes webviews are broken on Firefox (#151679),,['src/vs/workbench/contrib/webview/browser/pre/index-no-csp.html']
403,6f7c121151554978ff2655603289933a3c4bbeab,"""Revert """"Fixes #139175"""" (#151649)""",#20220610.79 failed,['src/vs/workbench/contrib/preferences/browser/settingsTree.ts']
404,85323c12b433106714532c9dca6f0e3fcc04d1ad,Fix #151729 (#151730),,"['src/vs/workbench/contrib/extensions/browser/extensionsViews.ts', 'src/vs/workbench/contrib/extensions/common/extensionQuery.ts']"
405,d5e7687940f7e149cec99865a7069de11cb3fdb9,Fix updating outputs of another cell using a NotebookCellExecution (#151573),,"['extensions/vscode-api-tests/src/singlefolder-tests/notebook.test.ts', 'src/vs/workbench/api/browser/mainThreadNotebookDto.ts', 'src/vs/workbench/api/common/extHost.protocol.ts', 'src/vs/workbench/api/common/extHostNotebookKernels.ts', 'src/vs/workbench/contrib/notebook/browser/notebookEditorWidget.ts', 'src/vs/workbench/contrib/notebook/browser/notebookExecutionStateServiceImpl.ts', 'src/vs/workbench/contrib/notebook/common/notebookExecutionService.ts']"
406,cb2d3caec18352c2e5a5b0fce40b900eb2cb7785,Fix #151650 (#151651),,['src/vs/workbench/contrib/extensions/browser/media/extension.css']
407,84c141253338b5497ebc41ad2d2a2f03fac9d0b6,Fix #148150 (#151594),,['src/vs/editor/browser/viewParts/overviewRuler/decorationsOverviewRuler.ts']
408,e46b49e27340a5bdcadc5a9342d5f9e23eabfe77,Fix #151515 (#151590),#20220609.22 failed,"['src/vs/editor/common/config/editorOptions.ts', 'src/vs/editor/common/viewLayout/viewLayout.ts']"
409,088e2a8d6ca983cf257c1120ed1082713b074014,Fix some missing registrations (#151575),#20220609.6 failed,['src/vs/workbench/contrib/notebook/browser/contrib/clipboard/notebookClipboard.ts']
410,48cfaa21875348e6c70610c746a3918f785235b6,Fix rename of paths in markdown reference link definitions (#151545),,"['extensions/markdown-language-features/src/languageFeatures/rename.ts', 'extensions/markdown-language-features/src/test/rename.test.ts']"
411,bdc8850815e78018c35753d4ae3b1df28d33e8df,Fix missing symlink explorer decoration if file is opened from quickpick (#147629),,"['src/vs/workbench/contrib/files/browser/views/explorerDecorationsProvider.ts', 'src/vs/workbench/services/decorations/browser/decorationsService.ts']"
412,737e8cc3de2f1beaa59a20a27acd1a5c82a85821,Fix #151193 (#151520),,"['src/vs/workbench/contrib/extensions/browser/extensionEditor.ts', 'src/vs/workbench/contrib/extensions/browser/extensionsActions.ts', 'src/vs/workbench/contrib/extensions/browser/extensionsWidgets.ts', 'src/vs/workbench/contrib/extensions/browser/media/extensionEditor.css', 'src/vs/workbench/contrib/extensions/common/extensions.ts']"
413,793b0fd55003b731a344c32111d529fedff04eed,Fix handling of remote authorities using ipv6 (#151500),,"['src/vs/platform/remote/browser/remoteAuthorityResolverService.ts', 'src/vs/platform/remote/common/remoteHosts.ts', 'src/vs/platform/remote/test/common/remoteHosts.test.ts', 'src/vs/workbench/services/extensions/electron-sandbox/electronExtensionService.ts']"
414,da6e512e1333a3e96a8f9a217ae184fa7db759d4,Fix Altair save button in the interactive window (#151389),#20220607.69 failed,['src/vs/workbench/contrib/notebook/browser/view/renderers/backLayerWebView.ts']
415,9545af80f69becea056b57f1fd846f7e764f018c,Fix markdown link detection for links with titles (#151459),,"['extensions/markdown-language-features/src/languageFeatures/documentLinkProvider.ts', 'extensions/markdown-language-features/src/test/diagnostic.test.ts', 'extensions/markdown-language-features/src/test/documentLinkProvider.test.ts']"
416,9daa6e91253350286f23b218afad8df72f283611,Fix #151400 (#151432),#20220607.41 failed,['src/vs/workbench/contrib/extensions/browser/extensionsWorkbenchService.ts']
417,797e4995e5cd164fcb173ad77640720004ab6fa5,Fix bad GDPR annotation (#151241),,['src/vs/workbench/contrib/search/common/searchModel.ts']
418,dad162f8f376537aacd2e6fab65a4ea28fe65176,Fix extension tree file icons (#151210),,['src/vs/workbench/browser/parts/views/treeView.ts']
419,233d54cb75b310ef380b1f380e8add9329c3cbc2,Fix #148493 (#151126),,['src/vs/workbench/contrib/preferences/browser/keybindingsEditor.ts']
420,8ab44e6baa75e799720741189018cbe3f4957b44,Fix full screen menubar alignment/padding (Fix #151048) (#151142),,['src/vs/base/browser/ui/menu/menubar.css']
421,f7ec978c4163742ab1464d9afe70d186bc0808d6,Fix merge editor checkbox border width (Fix #151124) (#151131),,['src/vs/workbench/contrib/mergeEditor/browser/media/mergeEditor.css']
422,af865d481e9db2b59b07ff560987b3feb6a800d9,Fix floating button padding (Fix #151129) (#151130),,['src/vs/workbench/browser/codeeditor.ts']
423,097e4df577673542f6ffce0cf24af9319bdcc264,Fix #148253 (#151118),,['src/vs/workbench/contrib/preferences/browser/keybindingsEditor.ts']
424,70647a2ffd5262e8585d69a19e718f2c16a0b082,Fix #150041 (#151108),,['extensions/markdown-language-features/package.nls.json']
425,826f0f6e4a83529467ad04719fdbfcc64102b172,Fix #151011 (#151075),,"['src/vs/workbench/contrib/extensions/browser/extensionsWorkbenchService.ts', 'src/vs/workbench/contrib/extensions/test/electron-browser/extensionsActions.test.ts', 'src/vs/workbench/contrib/extensions/test/electron-browser/extensionsWorkbenchService.test.ts']"
426,45fa81b5188077b6316542722c5bbd688003f63e,Fix #142890 (#151086),,"['src/vs/platform/extensionManagement/common/abstractExtensionManagementService.ts', 'src/vs/workbench/contrib/extensions/browser/extensionsWorkbenchService.ts', 'src/vs/workbench/services/extensionManagement/common/webExtensionManagementService.ts']"
427,84241b284d49893ebd507b13d38fc4d8c4fe2a57,Fix accidental grammer mistake to .d.ts (#150991),,['src/vscode-dts/vscode.d.ts']
428,f6be0d4da486441dd38c6c8a9539e31774ffdd71,Fix #150607 (#150975),,['src/vs/workbench/contrib/extensions/browser/extensionsViewlet.ts']
429,7fe5d474cfc3371968e92cfd2ef7fac1732cbb87,Fix #150832 (#150957),,['src/vs/workbench/contrib/markers/browser/markersTable.ts']
430,185d3ee2a1fa06a910f3cf4eb0d8fd16bce3fc41,Fix #150725 (#150956),,['extensions/git/package.json']
431,ccf48c8761abed18c0a92795cb38321a4ad61660,Fix #147238 (#150947),,['src/vs/workbench/services/extensionManagement/electron-sandbox/remoteExtensionManagementService.ts']
432,ec1733f6440fe420e7168636ed2c2b507eef12c7,Fixed bug: Jupyter Notebook search/replace not being seeded by selection (#146601),,"['src/vs/workbench/contrib/notebook/browser/contrib/find/notebookFind.ts', 'src/vs/workbench/contrib/notebook/browser/contrib/find/notebookFindReplaceWidget.ts']"
433,a5b78ff4cfc6f9660eb0889144d72654bb2a90b0,Fix #150822 (#150903),,"['src/vs/workbench/contrib/extensions/browser/extensionEditor.ts', 'src/vs/workbench/contrib/extensions/browser/extensionsList.ts', 'src/vs/workbench/contrib/extensions/browser/media/extension.css', 'src/vs/workbench/contrib/extensions/browser/media/extensionEditor.css']"
434,32d4e7ee296679532b186683811553d352a44c7e,Fix #150795 (#150901),,['src/vs/workbench/contrib/markers/browser/markersView.ts']
435,903f9903f4f14e0d7ec1a389b9da617848e7f609,Fix #150595 (#150880),,['extensions/git/package.json']
436,b5ecd45aea50227b68741d5cb3d6c2bf040e7dd7,Fix #150827 (#150874),,['src/vs/workbench/contrib/extensions/browser/extensionsActions.ts']
437,9a2e8df8110c91cb7dc9271a5f20f366a115528a,Fix incorrect ligatures when rendering whitespaces (#150349),,"['src/vs/editor/common/viewLayout/viewLineRenderer.ts', 'src/vs/editor/test/common/viewLayout/viewLineRenderer.test.ts']"
438,80d30e41d790c774230b00dd480895d55451d967,Warn when using an empty argument. Fixes #150714 (#150715),,"['src/vs/platform/environment/node/argv.ts', 'src/vs/platform/environment/node/argvHelper.ts', 'src/vs/server/node/server.cli.ts', 'src/vs/server/node/server.main.ts']"
439,d9225482faa9922efd0e88058c1bb9152d17a615,Fix #136258 (#150563),,"['src/vs/workbench/contrib/files/browser/explorerService.ts', 'src/vs/workbench/contrib/files/browser/views/explorerView.ts', 'src/vs/workbench/contrib/files/common/explorerModel.ts']"
440,5c77ef5850a8749640192d38fa3aedcb8c87f14c,Fix default copy paste (#150495),#20220527.1 failed,['src/vs/editor/contrib/copyPaste/browser/copyPasteController.ts']
441,e262c88fb16e1d4ec5c7d5cf82ac78dad7961091,Fix process.platform for picomatch (#150430),,['extensions/shared.webpack.config.js']
442,149e2b7674ba0888cbb7cf8bbd70f45db7393fa5,Fix #149831 (#150276),,['extensions/git/src/repository.ts']
443,8eeed3dd6c140da47b326d99e5a0579465c4f62e,Fix bad layout of search input (#150405),,['src/vs/workbench/contrib/search/browser/media/searchview.css']
444,0226ad3aa7ca779076f6d4e5bfd5bceec13170bf,Fix drop data transfer overwriting everything with `uri-list` mime (#150319),,['src/vs/editor/contrib/dropIntoEditor/browser/dropIntoEditorContribution.ts']
445,bf6971ac461b2c5a99765e437f5019d7e7c19213,Fix enablement check (#150297),,['src/vs/workbench/contrib/scm/browser/scmViewPane.ts']
446,397fa12a6c86ea3e9ce3a44826bb9b638a3048d5,"""[easy] Fix a typo for """"synchronizing"""" in log string (#150236)""",,"['build/lib/builtInExtensions.js', 'build/lib/builtInExtensions.ts']"
447,ac0a282547d16089582d7506e721415954505733,Fix default override model value (#150232),,"['src/vs/workbench/contrib/preferences/browser/settingsEditorSettingIndicators.ts', 'src/vs/workbench/contrib/preferences/browser/settingsTree.ts', 'src/vs/workbench/contrib/preferences/browser/settingsTreeModels.ts', 'src/vs/workbench/services/preferences/common/preferences.ts', 'src/vs/workbench/services/preferences/common/preferencesModels.ts']"
448,ffb503f65a8f957fdbce6b2e7cddcc6922c1314c,Fix #149632 (#150278),,['src/vs/workbench/contrib/extensions/browser/extensionEditor.ts']
